ALL, -, -,1984.5300, 3.2240, 948.8470
http://schlaf-tracking.de/wp-content/uploads/fuckupCLS.js, false, false, 1815.4000, 0.0162, 961.3500
http://schlaf-tracking.de/wp-includes/js/jquery/jquery.js?ver=1.12.4, false, false, 1401.3100, 3.0593, 819.5630
ALL, -, -,1767.2300, 3.0752, 970.6580
http://schlaf-tracking.de/wp-content/uploads/fuckupCLS.js, true, false, 1944.8100, 0.0160, 975.6370
http://schlaf-tracking.de/wp-includes/js/jquery/jquery.js?ver=1.12.4, false, false, 1594.0850, 3.0593, 828.3830
ALL, -, -,1772.2300, 3.0748, 981.4420
http://schlaf-tracking.de/wp-content/uploads/fuckupCLS.js, true, false, 2186.5300, 0.0183, 973.2030
http://schlaf-tracking.de/wp-includes/js/jquery/jquery.js?ver=1.12.4, false, false, 1561.8850, 3.0593, 781.6490
http://schlaf-tracking.de/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1, false, false, 1944.1650, 3.2173, 962.1900
http://schlaf-tracking.de/wp-includes/js/wp-embed.min.js?ver=4.9.15, false, false, 2109.9150, 3.2190, 978.8510
http://schlaf-tracking.de/wp-includes/js/wp-emoji-release.min.js?ver=4.9.15, true, true, 1824.8500, 3.2240, 980.0000
https://www.googletagmanager.com/gtm.js?id=GTM-WHJ4S4W, true, false, 2044.3200, 3.2198, 775.4570
https://www.google-analytics.com/analytics.js, true, false, 1782.9700, 3.2173, 861.0270
ALL, -, -,2200.0100, 3.0749, 1005.1670
http://schlaf-tracking.de/wp-content/uploads/fuckupCLS.js, true, false, 1777.3900, 0.0163, 918.6580
http://schlaf-tracking.de/wp-includes/js/jquery/jquery.js?ver=1.12.4, false, false, 1725.0750, 3.0593, 871.0790
http://schlaf-tracking.de/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1, false, false, 1817.5300, 3.2213, 954.2520
http://schlaf-tracking.de/wp-includes/js/wp-embed.min.js?ver=4.9.15, false, false, 1834.5950, 3.2189, 994.4160
